country,year,region,income,GDP_original,GDP_increased,GDP_change_pct,CO2_predicted_original,CO2_predicted_increased,CO2_change_absolute,CO2_change_pct
Belgium,2002,Europe & Central Asia,High income,258383599375.177,284221959312.6947,10,126.96043230792111,132.98223270508356,6.021800397162451,4.743052845438955
Belgium,2023,Europe & Central Asia,High income,651330595110.011,716463654621.0121,10,NA,NA,NA,NA
Belize,2006,Latin America & Caribbean,Upper middle income,1590463100,1749509410.0000002,10,-20.64611599830772,-20.60904920556078,0.037066792746941246,-0.17953397505845392
Belize,2005,Latin America & Caribbean,Upper middle income,1474298400,1621728240.0000002,10,9.846544404782094,9.880903902490672,0.0343594977085786,0.3489498071210799
Benin,2003,Sub-Saharan Africa,Lower middle income,5349258094.48239,5884183903.93063,10,-26.098431064614488,-25.97376307254467,0.12466799206981705,-0.47768385678496944
Benin,2008,Sub-Saharan Africa,Lower middle income,9787734526.23965,10766507978.863617,10,-13.92369046441155,-13.695580848321526,0.22810961609002334,-1.6382841652007656
Benin,2001,Sub-Saharan Africa,Lower middle income,3666222635.13875,4032844898.6526256,10,-30.790189891181853,-30.704746151820075,0.08544373936177863,-0.277503125715536
Benin,2016,Sub-Saharan Africa,Lower middle income,11821065853.3838,13003172438.722181,10,43.958081884688795,44.23357962999046,0.2754977453016636,0.626728313633774
Benin,2019,Sub-Saharan Africa,Lower middle income,14391686313.4641,15830854944.81051,10,47.30298630003085,47.63839405256556,0.33540775253470656,0.7090625323469013
Benin,2018,Sub-Saharan Africa,Lower middle income,14262408089.9261,15688648898.91871,10,50.6717086988034,51.00410353697464,0.3323948381712398,0.6559771649837599
Benin,2013,Sub-Saharan Africa,Lower middle income,12517845123.9315,13769629636.32465,10,7.942633236002337,8.234369882295653,0.29173664629331597,3.673046930719818
Bhutan,2007,South Asia,Lower middle income,1255767964.00491,1381344760.405401,10,NA,NA,NA,NA
Bhutan,2004,South Asia,Lower middle income,735348490.428435,808883339.4712785,10,NA,NA,NA,NA
Bhutan,2005,South Asia,Lower middle income,860391000.221655,946430100.2438205,10,NA,NA,NA,NA
Bolivia,2018,Latin America & Caribbean,Lower middle income,48414038842.2576,53255442726.48336,10,27.791092642130593,28.91941378570766,1.1283211435770681,4.060010011504772
Bolivia,2000,Latin America & Caribbean,Lower middle income,8397855484.76908,9237641033.245989,10,26.46412804299473,26.659845610269826,0.19571756727509637,0.7395579667583433
Bolivia,2019,Latin America & Caribbean,Lower middle income,49056643589.00141,53962307947.90156,10,30.117918173674752,31.261215645194056,1.143297471519304,3.7960707142057024
Bolivia,2015,Latin America & Caribbean,Lower middle income,33000198248.9146,36300218073.80606,10,49.47102268438539,50.240114094994624,0.769091410609235,1.5546301023851372
Bolivia,2008,Latin America & Caribbean,Lower middle income,16674276285.8956,18341703914.48516,10,-3.3084204613551265,-2.919815442291906,0.3886050190632204,-11.74593808744757
Bolivia,2009,Latin America & Caribbean,Lower middle income,17339992193.7322,19073991413.105423,10,9.585800936906708,9.989920904782025,0.40411996787531734,4.215818485437117
Bolivia,2021,Latin America & Caribbean,Lower middle income,47877892402.3155,52665681642.54705,10,10.477302041894404,11.593127938664793,1.1158258967703887,10.649935377530033
Bolivia,2010,Latin America & Caribbean,Lower middle income,19649723722.1034,21614696094.313744,10,10.329383595610011,10.787333381896929,0.4579497862869175,4.433466741244329
Bosnia and Herzegovina,2009,Europe & Central Asia,Upper middle income,17613949091.2294,19375344000.35234,10,31.953822828310877,32.36432754257942,0.41050471426854074,1.284681073917817
Bosnia and Herzegovina,2003,Europe & Central Asia,Upper middle income,8498894359.38629,9348783795.324919,10,15.022116250648423,15.220188595613536,0.19807234496511228,1.3185382249758757
Bosnia and Herzegovina,2018,Europe & Central Asia,Upper middle income,20484058033.1144,22532463836.425842,10,2.143717968780379,2.6211124671061725,0.4773944983257934,22.269463860369488
Botswana,2014,Sub-Saharan Africa,Upper middle income,15470088500.7414,17017097350.81554,10,35.91220861530303,36.27274924289384,0.36054062759080807,1.0039500256109932
Botswana,2006,Sub-Saharan Africa,Upper middle income,9919158482.41085,10911074330.651936,10,-8.331766205717713,-8.100593667548424,0.2311725381692895,-2.7745922348450716
Botswana,2009,Sub-Saharan Africa,Upper middle income,10118459242.3183,11130305166.55013,10,31.76349370436128,31.999311078340952,0.23581737397967117,0.7424163606640422
Botswana,2020,Sub-Saharan Africa,Upper middle income,14960251607.8135,16456276768.59485,10,1.812479541979883,2.161138084129675,0.3486585421497921,19.236550486464026
Botswana,2008,Sub-Saharan Africa,Upper middle income,10730829116.4105,11803912028.05155,10,14.30366557282241,14.55375463107282,0.25008905825040983,1.7484263525119739
Brazil,2001,Latin America & Caribbean,Upper middle income,559983704094.17,615982074503.5872,10,137.60424798880354,150.65503797653173,13.050789987728194,9.484292947693081
Brazil,2022,Latin America & Caribbean,Upper middle income,1951923832083.87,2147116215292.2573,10,NA,NA,NA,NA
Brazil,2021,Latin America & Caribbean,Upper middle income,1670647464062.96,1837712210469.256,10,458.6038927645511,497.5394350626709,38.9355422981198,8.490015656737883
Brazil,2003,Latin America & Caribbean,Upper middle income,558233724164.711,614057096581.1823,10,135.01926442276203,148.02926997270197,13.010005549939933,9.635666144057781
Brunei Darussalam,2009,East Asia & Pacific,High income,11912904509.8582,13104194960.84402,10,22.073471707803265,22.351109813636185,0.2776381058329207,1.2577908428186761
Brunei Darussalam,2017,East Asia & Pacific,High income,12128168045.1245,13340984849.636951,10,1.880709653453323,2.1633646181167023,0.28265496466337936,15.029165408088044
Bulgaria,2010,Europe & Central Asia,High income,50689051382.4361,55757956520.67971,10,33.53257210902041,34.713913922063625,1.1813418130432183,3.5229680836962465
Bulgaria,2008,Europe & Central Asia,High income,54480684188.4442,59928752607.28862,10,62.075736606868645,63.345444926115874,1.2697083192472292,2.0454180468101555
Bulgaria,2021,Europe & Central Asia,High income,84374613233.36,92812074556.69601,10,-2.2035694783228337,-0.23716340337159636,1.9664060749512373,-89.23730766355938
Bulgaria,2005,Europe & Central Asia,High income,29868657858.0082,32855523643.809025,10,80.98698262757898,81.68309142158523,0.6961087940062498,0.8595317067278905
Bulgaria,2015,Europe & Central Asia,High income,50765918159.1476,55842509975.06236,10,34.83213548475055,36.015268728781166,1.1831332440306142,3.3966715722858503
Burkina Faso,2003,Sub-Saharan Africa,Low income,4740768142.67494,5214844956.942434,10,1.4989820897852013,1.609468821735092,0.11048673194989078,7.370783994205237
Burkina Faso,2014,Sub-Saharan Africa,Low income,13943016076.7436,15337317684.417963,10,5.352243212291086,5.677194408696778,0.32495119640569214,6.071308487242553
Burkina Faso,2009,Sub-Saharan Africa,Low income,9450696873.34326,10395766560.677588,10,-1.522129107414571,-1.301874376375224,0.220254731039347,-14.470174045450262
Burkina Faso,2022,Sub-Saharan Africa,Low income,18622421394.6133,20484663534.07463,10,-12.95688824684197,-12.52288041963709,0.43400782720487996,-3.3496300881553274
Cambodia,2013,East Asia & Pacific,Lower middle income,19807135252.8649,21787848778.15139,10,-17.21990020532033,-16.75828183936838,0.46161836595194927,-2.6807261392219095
Cambodia,2003,East Asia & Pacific,Lower middle income,5046693484.31767,5551362832.749437,10,-71.78767335759737,-71.6700568335544,0.11761652404297251,-0.16383944282061766
Cambodia,2006,East Asia & Pacific,Lower middle income,8350531016.65753,9185584118.323284,10,-86.67373436403179,-86.47911972473493,0.19461463929685863,-0.22453704195953117
Cambodia,2010,East Asia & Pacific,Lower middle income,13808673288.0696,15189540616.87656,10,-51.67550879391257,-51.353688544905054,0.3218202490075157,-0.6227713214996472
Cameroon,2011,Sub-Saharan Africa,Lower middle income,30630910495.217,33694001544.7387,10,8.876405415146678,9.590279010187487,0.713873595040809,8.04237257823597
Cameroon,2010,Sub-Saharan Africa,Lower middle income,27507501821.0296,30258252003.13256,10,9.482975246022875,10.124055739488313,0.6410804934654379,6.760330769969106
Cameroon,2009,Sub-Saharan Africa,Lower middle income,27932970317.129,30726267348.841904,10,9.584916507198159,10.235912824907018,0.6509963177088594,6.7918830301752635
Cameroon,2002,Sub-Saharan Africa,Lower middle income,12417251350.4882,13658976485.53702,10,0.08250725862313857,0.3718995006030923,0.2893922419799537,350.7476151907873
Cameroon,2004,Sub-Saharan Africa,Lower middle income,18826214135.6419,20708835549.20609,10,-0.050600812281970775,0.3881565393193682,0.438757351601339,-867.0954710299574
Canada,2006,North America,High income,1319264809590.97,1451191290550.0671,10,599.4990956430213,630.24543315658,30.74633751355873,5.1286712085162165
Canada,2021,North America,High income,2022378748423.23,2224616623265.553,10,618.6437477014442,665.7766198338763,47.13287213243211,7.6187421771501205
Chad,2018,Sub-Saharan Africa,Low income,15327000248.8701,16859700273.75711,10,-6.274004138414824,-5.916798277016738,0.35720586139808574,-5.693427251840108
Chad,2002,Sub-Saharan Africa,Low income,1997005708.81576,2196706279.697336,10,51.035105169695754,51.08164670638601,0.04654153669025618,0.0911951421193351
Chad,2010,Sub-Saharan Africa,Low income,14058506663.7252,15464357330.097721,10,-18.327921972071195,-18.000279191276107,0.32764278079508813,-1.7876700986307288
Chad,2013,Sub-Saharan Africa,Low income,17865316886.3315,19651848574.964653,10,-12.303670059855534,-11.887307053141114,0.4163630067144197,-3.3840553646909846
Chile,2012,Latin America & Caribbean,High income,267024782486.855,293727260735.5405,10,76.8531874360906,83.07637631154535,6.223188875454753,8.0975026320539
Chile,2004,Latin America & Caribbean,High income,99075985773.6682,108983584351.03502,10,70.95963930594621,73.26867057543814,2.309031269491925,3.2540064916852454
Chile,2018,Latin America & Caribbean,High income,295857562991.709,325443319290.8799,10,80.74088536167778,87.63604122542142,6.895155863743639,8.539856644941253
China,2019,East Asia & Pacific,Upper middle income,14560167101283.4,16016183811411.742,10,10673.756757760197,11013.091066304867,339.3343085446704,3.179145976864822
China,2012,East Asia & Pacific,Upper middle income,8673664713189.24,9541031184508.164,10,8943.424441202313,9145.569924665819,202.14548346350603,2.260269372123532
China,2009,East Asia & Pacific,Upper middle income,5189577094997.58,5708534804497.339,10,7970.031304887318,8090.977825824913,120.94652093759578,1.5175162594835723
China,2000,East Asia & Pacific,Upper middle income,1223754919971.05,1346130411968.1553,10,6581.024991911119,6609.5454083807845,28.52041646966518,0.43337347152943867
China,2023,East Asia & Pacific,Upper middle income,18270356654533.2,20097392319986.52,10,NA,NA,NA,NA
China,2020,East Asia & Pacific,Upper middle income,14996414166715.1,16496055583386.611,10,10782.147296438507,11131.648630902122,349.5013344636154,3.241481727661619
China,2006,East Asia & Pacific,Upper middle income,2791498472804.33,3070648320084.763,10,7265.873285316677,7330.931000484593,65.05771516791629,0.8953874174958283
Colombia,2008,Latin America & Caribbean,Upper middle income,242504150472.931,266754565520.22412,10,63.58603789528706,69.23775725039604,5.65171935510898,8.888302435852637
Colombia,2012,Latin America & Caribbean,Upper middle income,370691143018.039,407760257319.84296,10,74.79686763888822,83.43606949863693,8.63920185974871,11.55021878918501
Colombia,2001,Latin America & Caribbean,Upper middle income,98200641203.3892,108020705323.72813,10,81.98297657882472,84.27160736510587,2.2886307862811464,2.791592696174774
Colombia,2004,Latin America & Caribbean,Upper middle income,117092416666.245,128801658332.8695,10,68.57335342860733,71.30226951651139,2.7289160879040537,3.9795575853602756
Colombia,2015,Latin America & Caribbean,Upper middle income,293492370193.166,322841607212.48267,10,87.42443734855237,94.26447083236144,6.840033483809066,7.823937666923203
Comoros,2006,Sub-Saharan Africa,Lower middle income,688498641.512529,757348505.663782,10,11.54709293319857,11.56313884866276,0.016045915464189875,0.1389606505898721
"Congo, Dem. Rep.",2013,Sub-Saharan Africa,Low income,34891189160.3002,38380308076.33022,10,14.798448149138835,15.611610351581476,0.8131622024426406,5.494915373879665
"Congo, Dem. Rep.",2008,Sub-Saharan Africa,Low income,22723488723.3641,24995837595.700512,10,-36.54260709828179,-36.01302118899753,0.5295859092842647,-1.449228589136886
"Congo, Dem. Rep.",2002,Sub-Saharan Africa,Low income,8728038525.14034,9600842377.654375,10,-60.89074271734853,-60.687330016293856,0.20341270105467402,-0.33406178341247134
"Congo, Dem. Rep.",2016,Sub-Saharan Africa,Low income,38600224214.4728,42460246635.92008,10,45.934027503818584,46.83363121731804,0.8996037134994594,1.9584690530885271
"Congo, Dem. Rep.",2015,Sub-Saharan Africa,Low income,40179574490.3032,44197531939.33353,10,42.70009574768176,43.63650726222295,0.9364115145411915,2.1929962875833375
"Congo, Rep.",2002,Sub-Saharan Africa,Lower middle income,3034250923.97726,3337676016.374986,10,6.5214291852685164,6.592144406603325,0.07071522133480812,1.0843515941957815
"Congo, Rep.",2003,Sub-Saharan Africa,Lower middle income,3503723087.74483,3854095396.5193133,10,25.236681172019985,25.31833775212931,0.08165658010932475,0.32356306898173975
"Congo, Rep.",2019,Sub-Saharan Africa,Lower middle income,13976637779.9763,15374301557.97393,10,-27.103744452612887,-26.778009680212563,0.3257347724003239,-1.2018072741566233
"Congo, Rep.",2020,Sub-Saharan Africa,Lower middle income,11468687464.0046,12615556210.405062,10,-26.85286833995167,-26.585583005694048,0.2672853342576218,-0.9953697715783866
Costa Rica,2018,Latin America & Caribbean,Upper middle income,62420164991.5374,68662181490.69115,10,51.24038598161542,52.69512914351094,1.4547431618955216,2.8390558229156784
Costa Rica,2020,Latin America & Caribbean,Upper middle income,62395610760.0492,68635171836.05413,10,25.697827163957186,27.151998073274285,1.4541709093170994,5.658730989352537
Costa Rica,2011,Latin America & Caribbean,Upper middle income,42762613698.9636,47038875068.85996,10,34.966385945419006,35.962996894329194,0.9966109489101882,2.8501971878530834
Costa Rica,2007,Latin America & Caribbean,Upper middle income,26884700709.3146,29573170780.246063,10,-8.803521906696915,-8.176956204382918,0.6265657023139966,-7.117216370386522
Cote d'Ivoire,2014,Sub-Saharan Africa,Lower middle income,48843005613.7091,53727306175.08001,10,-3.8712333416078764,-2.732914844170409,1.1383184974374672,-29.40454364253534
Cote d'Ivoire,2005,Sub-Saharan Africa,Lower middle income,24036918703.1747,26440610573.492172,10,-11.123235474600051,-10.563039212362924,0.5601962622371275,-5.03627081811167
Cote d'Ivoire,2001,Sub-Saharan Africa,Lower middle income,16810537043.8407,18491590748.224773,10,27.208385809690128,27.600166475691765,0.39178066600163675,1.4399261637274567
Cote d'Ivoire,2015,Sub-Saharan Africa,Lower middle income,45815005169.2651,50396505686.19161,10,26.198159769372865,27.26590871702831,1.0677489476554456,4.0756639285164775
Cote d'Ivoire,2006,Sub-Saharan Africa,Lower middle income,25281413263.3712,27809554589.708324,10,-3.7629149312621735,-3.1737149015453383,0.5892000297168352,-15.658074670298303
Croatia,2009,Europe & Central Asia,High income,62315996674.7984,68547596342.278244,10,30.416771752058366,31.869087202548712,1.452315450490346,4.774719231642539
Croatia,2016,Europe & Central Asia,High income,52650714171.8617,57915785589.047874,10,-35.07511977479703,-33.84806011513717,1.227059659659858,-3.498376249427814
Croatia,2021,Europe & Central Asia,High income,69002365163.3368,75902601679.6705,10,-63.8853753436988,-62.277229660495436,1.608145683203361,-2.5172360255405106
Croatia,2022,Europe & Central Asia,High income,71196498671.1145,78316148538.22595,10,NA,NA,NA,NA
Cuba,2011,Latin America & Caribbean,Upper middle income,68990000000,75889000000,10,28.34381080090884,29.95166830581593,1.6078575049070878,5.672693471604503
Cuba,2019,Latin America & Caribbean,Upper middle income,103427600000,113770360000.00002,10,-36.49539958828473,-34.08495107582621,2.4104485124585153,-6.604800987662801
Cuba,2013,Latin America & Caribbean,Upper middle income,77148000000,84862800000,10,16.14145174227201,17.939436824002087,1.7979850817300758,11.13893044094309
Cyprus,2000,Europe & Central Asia,High income,9985847313.85485,10984432045.240337,10,161.58470413735165,161.81743090277325,0.23272676542160298,0.1440277201137668
Cyprus,2012,Europe & Central Asia,High income,25047436974.6819,27552180672.150093,10,-24.031237703808415,-23.447490645996822,0.5837470578115926,-2.4291177383638534
Cyprus,2010,Europe & Central Asia,High income,25799940077.6075,28379934085.36825,10,26.507708515062063,27.108993154574023,0.6012846395119595,2.26833880857827
Cyprus,2018,Europe & Central Asia,High income,25754001367.5448,28329401504.299282,10,-83.99092612072332,-83.39071211318333,0.6002140075399893,-0.7146176798637499
Czechia,2002,Europe & Central Asia,High income,82607869609.574,90868656570.53142,10,190.77975581142232,192.7049867596195,1.925230948197168,1.0091379664518372
Czechia,2019,Europe & Central Asia,High income,256794209028.77,282473629931.64703,10,50.687386388301775,56.672144993947995,5.9847586056462205,11.807195107277128
Czechia,2004,Europe & Central Asia,High income,120147899983.657,132162689982.0227,10,202.45699441180454,205.25712055599251,2.8001261441879706,1.3830720703540709
Czechia,2001,Europe & Central Asia,High income,68135304463.9641,74948834910.36052,10,196.59664416315195,198.18458242422594,1.5879382610739867,0.8077138182258013
Czechia,2015,Europe & Central Asia,High income,189107698561.919,208018468418.11093,10,73.62019943136556,78.02747921638434,4.407279785018773,5.986508891663054
Czechia,2008,Europe & Central Asia,High income,236506264753.95,260156891229.34503,10,164.34291385844767,169.8548485264016,5.511934667953938,3.3539229277031644
Denmark,2020,Europe & Central Asia,High income,355631021931.621,391194124124.7831,10,-97.63287403671484,-89.3446582432598,8.288215793455038,-8.489165022775275
Denmark,2010,Europe & Central Asia,High income,322345594075.47,354580153483.01697,10,77.61548750111137,85.12796441962018,7.51247691850881,9.67909519140911
Denmark,2011,Europe & Central Asia,High income,344315595263.175,378747154789.4925,10,48.318445604423914,56.34294790766171,8.024502303237796,16.60753404389957
Denmark,2007,Europe & Central Asia,High income,320213157595.018,352234473354.51984,10,113.19116003654062,120.65393911479941,7.462779078258791,6.593075886712037
Denmark,2014,Europe & Central Asia,High income,352832602064.452,388115862270.8973,10,-6.986924595375285,1.2360721752459085,8.222996770621194,-117.69121962564297
Denmark,2012,Europe & Central Asia,High income,326792574244.963,359471831669.45935,10,8.123277885872767,15.739394613624881,7.6161167277521145,93.7566932309104
Denmark,2006,Europe & Central Asia,High income,283386151543.687,311724766698.0557,10,123.68637900043905,130.29088038536725,6.604501384928199,5.339716012629616
Djibouti,2004,Middle East & North Africa,Lower middle income,666072101.777505,732679311.9552556,10,NA,NA,NA,NA
Dominican Republic,2009,Latin America & Caribbean,Upper middle income,48223781476.8909,53046159624.579994,10,65.53028131129724,66.65416838134524,1.1238870700479993,1.7150652302392058
Dominican Republic,2007,Latin America & Caribbean,Upper middle income,43965458508.5056,48362004359.35616,10,47.98340482778724,49.00804886923629,1.0246440414490507,2.135413368698001
Dominican Republic,2021,Latin America & Caribbean,Upper middle income,94850719516.7127,104335791468.38399,10,-10.36597434263956,-8.155415693258988,2.210558649380573,-21.325141046197913
Dominican Republic,2022,Latin America & Caribbean,Upper middle income,113478087134.8,124825895848.28001,10,NA,NA,NA,NA
Dominican Republic,2006,Latin America & Caribbean,Upper middle income,37879830084.2627,41667813092.68898,10,30.62447590163083,31.507290354241036,0.8828144526102051,2.882708770089329
Dominican Republic,2010,Latin America & Caribbean,Upper middle income,53801053352.5005,59181158687.75056,10,68.86033628147607,70.11420535532318,1.2538690738471132,1.8208872357546317
Ecuador,2013,Latin America & Caribbean,Upper middle income,96570334000,106227367400.00002,10,28.167356272571055,30.417991672966195,2.25063540039514,7.99022591476494
Ecuador,2014,Latin America & Caribbean,Upper middle income,102717794000,112989573400.00002,10,28.852281028187463,31.24618704312263,2.393906014935169,8.297111804076856
Ecuador,2001,Latin America & Caribbean,Upper middle income,23127055000,25439760500.000004,10,62.68653045576798,63.225521743608965,0.5389912878409859,0.8598199388643812
Ecuador,2015,Latin America & Caribbean,Upper middle income,97209558000,106930513800.00002,10,43.17079063760548,45.436323575407755,2.265532937802277,5.247837494615636
Ecuador,2019,Latin America & Caribbean,Upper middle income,107595830000,118355413000.00002,10,0.4491060373590017,2.956697902298629,2.507591864939627,558.3518493061662
Ecuador,2020,Latin America & Caribbean,Upper middle income,95865473000,105452020300.00002,10,-36.06484001520289,-33.8306318658407,2.234208149362189,-6.1949759056753715
"Egypt, Arab Rep.",2020,Middle East & North Africa,Lower middle income,383817841547.099,422199625701.80896,10,240.35398163330535,249.29910986998686,8.945128236681512,3.721647619854534
"Egypt, Arab Rep.",2013,Middle East & North Africa,Lower middle income,288434108527.132,317277519379.8453,10,213.76387320329252,220.48602055894514,6.7221473556526234,3.14466015932438
"Egypt, Arab Rep.",2005,Middle East & North Africa,Lower middle income,89660339660.3397,98626373626.37369,10,173.7311310782269,175.82072449778593,2.089593419559037,1.2027743137285765
