country,region,income,avg_CO2_transport,avg_CO2_transport_pc,avg_transport_intensity,avg_renewable_pct,avg_population,EV_adoption_rate,Clean_factor,Emissions_reduction_Mt,Scenario
Bolivia,Latin America & Caribbean,Lower middle income,10.626,9.109593831881857e-4,48.82783333091973,14.228571428571428,11643782,0.3,0.39959999999999996,1.2738448799999997,30% EV Adoption
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,3.800866666666667,0.0011407724522607295,16.817429390648908,30.457142857142856,3342987.777777778,0.3,0.5132,0.585181432,30% EV Adoption
Botswana,Sub-Saharan Africa,Upper middle income,2.288111111111111,9.813034208493092e-4,32.790423898587825,26.62857142857143,2335943.4444444445,0.3,0.48639999999999994,0.3338811733333333,30% EV Adoption
Brazil,Latin America & Caribbean,Upper middle income,199.84024444444444,9.65491092140816e-4,41.38954341012469,46.47142857142857,206979787.8888889,0.3,0.6253,37.48803145533333,30% EV Adoption
British Virgin Islands,Latin America & Caribbean,High income,0.028077777777777778,7.783366209349744e-4,35.35338908792566,1.175,36041.666666666664,0.3,0.30822499999999997,0.0025962819166666664,30% EV Adoption
Brunei Darussalam,East Asia & Pacific,High income,1.2738555555555555,0.0028892920759999276,14.995530838500699,0,441831.3333333333,0.3,0.3,0.114647,30% EV Adoption
Bulgaria,Europe & Central Asia,High income,9.344244444444444,0.0014041537196838913,20.78769845902661,19.014285714285716,6664338.444444444,0.3,0.4331,1.2140976806666666,30% EV Adoption
Burkina Faso,Sub-Saharan Africa,Low income,2.485822222222222,1.1782109325253686e-4,46.14009019520073,74.075,20935081.888888888,0.3,0.818525,0.6104122903333333,30% EV Adoption
Burundi,Sub-Saharan Africa,Low income,0.3655,2.933277674720002e-5,48.60352834673618,86.125,12277959.888888888,0.3,0.9028749999999999,0.09900024374999998,30% EV Adoption
Cabo Verde,Sub-Saharan Africa,Lower middle income,0.42115555555555556,8.174608007547726e-4,56.30382570989342,22.6875,515417.77777777775,0.3,0.45881249999999996,0.057969429999999995,30% EV Adoption
Cambodia,East Asia & Pacific,Lower middle income,5.722322222222222,3.448472389201093e-4,39.571212436831736,55.68571428571428,16514515,0.3,0.6898,1.1841773606666666,30% EV Adoption
Cameroon,Sub-Saharan Africa,Lower middle income,3.4246555555555553,1.3425056002120626e-4,33.84513001174451,78.82857142857144,25532269.777777776,0.3,0.8518000000000001,0.8751364806666667,30% EV Adoption
Canada,North America,High income,167.47937777777778,0.004464513705477086,28.884298206269122,22.8,37593267.88888889,0.3,0.4596,23.092056608,30% EV Adoption
Cayman Islands,Latin America & Caribbean,High income,0.1121,0.0016618824211132228,35.304051871077334,0,67329.55555555556,0.3,0.3,0.010089,30% EV Adoption
Central African Republic,Sub-Saharan Africa,Low income,0.15981111111111113,3.229876235712664e-5,54.234199856375824,91.5,4927671.333333333,0.3,0.9404999999999999,0.045090704999999995,30% EV Adoption
Chad,Sub-Saharan Africa,Low income,0.9532777777777778,5.592406224236417e-5,39.69811505219321,71.9875,16783791.222222224,0.3,0.8039124999999998,0.22990557645833326,30% EV Adoption
Chile,Latin America & Caribbean,High income,27.658155555555556,0.0014552896736888133,31.498293280733144,25.071428571428573,19000386.444444444,0.3,0.4755,3.94543589,30% EV Adoption
China,East Asia & Pacific,Upper middle income,904.8481555555555,6.450895343336813e-4,7.703383115390278,13.685714285714285,1402301666.6666667,0.3,0.3958,107.44166999066665,30% EV Adoption
Colombia,Latin America & Caribbean,Upper middle income,31.39367777777778,6.304521472337576e-4,35.93981174171993,31.057142857142857,49705360.666666664,0.3,0.5174,4.872926664666666,30% EV Adoption
Comoros,Sub-Saharan Africa,Lower middle income,0.16375555555555554,2.048626239542722e-4,55.999972644288505,54.35,787574.6666666666,0.3,0.68045,0.03342824033333333,30% EV Adoption
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,3.3370333333333333,3.536836942858817e-5,74.55601355370129,96.38571428571429,93155117.66666667,0.3,0.9746999999999999,0.9757819169999998,30% EV Adoption
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1.3408444444444445,2.404465144899951e-4,20.306593867371582,69.27142857142857,5625985.555555556,0.3,0.7848999999999999,0.3157286413333333,30% EV Adoption
Costa Rica,Latin America & Caribbean,Upper middle income,5.6853444444444445,0.0011413867497293,70.51884195174372,34.68571428571428,4981909.111111111,0.3,0.5428,0.9258014893333333,30% EV Adoption
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,4.915688888888889,1.7178218694681454e-4,33.962697573136744,61.8,28193571.333333332,0.3,0.7325999999999999,1.080370104,30% EV Adoption
Croatia,Europe & Central Asia,High income,6.378333333333333,0.0016084224079076761,35.45267716597789,32.22857142857143,3971853.111111111,0.3,0.5256,1.0057356,30% EV Adoption
Cuba,Latin America & Caribbean,Upper middle income,1.3949444444444445,1.2469930035715842e-4,5.950544401609626,22.114285714285714,11177415.888888888,0.3,0.4548,0.19032622,30% EV Adoption
Cyprus,Europe & Central Asia,High income,1.9269333333333334,0.001501090817695383,27.081249717214412,12.314285714285715,1284911,0.3,0.3862,0.223254496,30% EV Adoption
Czechia,Europe & Central Asia,High income,18.526811111111112,0.0017412502768798955,18.28823600521983,15.557142857142857,10638713,0.3,0.4089,2.272683919,30% EV Adoption
Denmark,Europe & Central Asia,High income,11.686155555555555,0.0020113906618322397,37.93743044519671,35.75714285714286,5813628.555555556,0.3,0.5503,1.9292674206666665,30% EV Adoption
Djibouti,Middle East & North Africa,Lower middle income,0.3839666666666667,3.533037224392578e-4,48.64254732448864,25.1,1087763.7777777778,0.3,0.4757,0.054795883000000004,30% EV Adoption
Dominica,Latin America & Caribbean,Upper middle income,0.026755555555555557,3.932241704440741e-4,34.75039890075171,8.8625,68075.22222222222,0.3,0.3620375,0.0029059543333333337,30% EV Adoption
Dominican Republic,Latin America & Caribbean,Upper middle income,7.3673,6.749113030801779e-4,26.720725123954196,15.457142857142857,10891441.444444444,0.3,0.4082,0.9021995580000001,30% EV Adoption
Ecuador,Latin America & Caribbean,Upper middle income,18.681855555555554,0.0010841122943475456,44.30065842563007,16.857142857142858,17216994.444444444,0.3,0.418,2.342704686666666,30% EV Adoption
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,55.9965,5.227087162566859e-4,22.04902548785971,5.614285714285714,107288821.55555555,0.3,0.3393,5.699883734999999,30% EV Adoption
El Salvador,Latin America & Caribbean,Upper middle income,3.6637,5.872343135024328e-4,48.30600026175712,22.128571428571426,6235614.666666667,0.3,0.45489999999999997,0.4999851389999999,30% EV Adoption
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,0.49746666666666667,3.045840642682747e-4,9.726039568284017,5.425,1659716.888888889,0.3,0.33797499999999997,0.050439388999999994,30% EV Adoption
Eritrea,Sub-Saharan Africa,Low income,0.2167777777777778,6.639771788561241e-5,32.62714898823832,81.02857142857142,3259426.222222222,0.3,0.8672,0.05639690666666667,30% EV Adoption
Estonia,Europe & Central Asia,High income,2.396377777777778,0.0018006912563899257,14.966048888263423,31.6,1330781.7777777778,0.3,0.5212,0.37469762933333334,30% EV Adoption
Eswatini,Sub-Saharan Africa,Lower middle income,0.6800444444444445,5.72625120551206e-4,65.27405079882426,65.2875,1183118.111111111,0.3,0.7570124999999999,0.15444064349999995,30% EV Adoption
Ethiopia,Sub-Saharan Africa,Low income,6.655777777777778,5.718000430866455e-5,38.289687695926006,90.47142857142858,115976172.33333333,0.3,0.9333,1.8635512200000002,30% EV Adoption
Fiji,East Asia & Pacific,Upper middle income,0.6853666666666667,7.463646750152557e-4,46.47952881341502,28.9,918202.5555555555,0.3,0.5023,0.10327790299999999,30% EV Adoption
Finland,Europe & Central Asia,High income,10.63401111111111,0.0019252086708084633,25.249760266474425,45.3,5525639.555555556,0.3,0.6171,1.9686744769999998,30% EV Adoption
France,Europe & Central Asia,High income,122.39543333333333,0.001816164767189154,38.65059877535741,15.042857142857143,67414607.66666667,0.3,0.4053,14.882060738999998,30% EV Adoption
French Polynesia,East Asia & Pacific,High income,0.41071111111111114,0.0014688321669975722,48.31240713750112,7.75,279608.55555555556,0.3,0.35425,0.043648323333333336,30% EV Adoption
Gabon,Sub-Saharan Africa,Upper middle income,0.3303888888888889,1.5205453136157233e-4,5.506439076029748,88.1,2265890.6666666665,0.3,0.9166999999999998,0.09086024833333331,30% EV Adoption
"Gambia, The",Sub-Saharan Africa,Low income,0.26935555555555557,1.0994289286527842e-4,55.864047009718135,48.4,2459224.5555555555,0.3,0.6388,0.051619298666666674,30% EV Adoption
Georgia,Europe & Central Asia,Upper middle income,4.069622222222222,0.001093851403042138,34.35982844781429,26.128571428571426,3720756.222222222,0.3,0.4829,0.5895661713333332,30% EV Adoption
Germany,Europe & Central Asia,High income,151.0804222222222,0.0018244068722390561,21.479364773502002,16.17142857142857,82834784.55555555,0.3,0.41319999999999996,18.727929138666664,30% EV Adoption
Ghana,Sub-Saharan Africa,Lower middle income,8.787233333333333,2.8022698348437793e-4,43.520613555291554,42.6,31255692.666666668,0.3,0.5982,1.5769568939999998,30% EV Adoption
Gibraltar,Europe & Central Asia,High income,0.5082555555555556,0.01426261200301859,78.76730075936644,0,35617.22222222222,0.3,0.3,0.045743,30% EV Adoption
Greece,Europe & Central Asia,High income,16.91731111111111,0.0015881169103446344,28.238368441613353,18.32857142857143,10657559.555555556,0.3,0.4283,2.1737053046666666,30% EV Adoption
Greenland,Europe & Central Asia,High income,0.09004444444444444,0.0015972604327690785,16.810123237144275,11.775,56362.88888888889,0.3,0.382425,0.010330573999999999,30% EV Adoption
Grenada,Latin America & Caribbean,Upper middle income,0.0529,4.557927515553129e-4,35.322807572127424,10.3375,115993.22222222222,0.3,0.3723625,0.005909392875,30% EV Adoption
Guatemala,Latin America & Caribbean,Upper middle income,8.9809,5.243786855127388e-4,48.16600304258242,63.7,17076226.444444444,0.3,0.7459,2.009655993,30% EV Adoption
Guinea,Sub-Saharan Africa,Lower middle income,2.1039444444444446,1.5934999490922446e-4,48.619075081429024,70.525,13056353.333333334,0.3,0.7936749999999999,0.5009544320833333,30% EV Adoption
Guinea-Bissau,Sub-Saharan Africa,Low income,0.19193333333333334,9.78176815187662e-5,55.72296076774671,86.95,1968472.2222222222,0.3,0.90865,0.052320067,30% EV Adoption
Guyana,Latin America & Caribbean,High income,0.8789555555555555,0.0011007354389418148,30.157671101283093,16.725,795664.6666666666,0.3,0.417075,0.10997711649999999,30% EV Adoption
Haiti,Latin America & Caribbean,Lower middle income,1.4159777777777778,1.278300382305698e-4,40.543444033105004,76.28571428571429,11093268.444444444,0.3,0.8340000000000001,0.35427764000000006,30% EV Adoption
Honduras,Latin America & Caribbean,Lower middle income,4.209555555555555,4.2287220795119524e-4,41.59096546931366,48.614285714285714,9940545,0.3,0.6403,0.8086135266666665,30% EV Adoption
"Hong Kong SAR, China",East Asia & Pacific,High income,7.7494000000000005,0.001044347430127897,19.8776474369094,0.24285714285714285,7417544.444444444,0.3,0.30169999999999997,0.701398194,30% EV Adoption
Hungary,Europe & Central Asia,High income,13.181833333333334,0.0013612857994075543,26.98777013490348,14.685714285714285,9687185,0.3,0.4028,1.59289274,30% EV Adoption
Iceland,Europe & Central Asia,High income,0.9326111111111111,0.0026054237022005134,28.706480876831854,81.15714285714286,358843,0.3,0.8680999999999999,0.2428799116666666,30% EV Adoption
India,South Asia,Lower middle income,294.7593,2.1243694474970724e-4,11.585864728084442,33.75714285714286,1386181107.6666667,0.3,0.5363,47.423823777,30% EV Adoption
Indonesia,East Asia & Pacific,Upper middle income,138.2056777777778,5.080814560096599e-4,22.897270093282344,23.357142857142858,271978674.1111111,0.3,0.46349999999999997,19.217499495,30% EV Adoption
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,138.0567888888889,0.0015914995985605853,19.42146228496172,0.9571428571428572,86771097.1111111,0.3,0.3067,12.702605145666666,30% EV Adoption
Iraq,Middle East & North Africa,Upper middle income,32.43608888888889,7.806736458723816e-4,17.337810272335464,0.8285714285714286,41239747.333333336,0.3,0.3058,2.9756867946666667,30% EV Adoption
Ireland,Europe & Central Asia,High income,11.303033333333333,0.0022738988553042258,30.95445529257197,11.1,4982367.555555556,0.3,0.3777,1.280746707,30% EV Adoption
Israel,Middle East & North Africa,High income,17.693722222222224,0.001955620656990764,27.57359173031484,4.5285714285714285,9063244.444444444,0.3,0.3317,1.7607022983333336,30% EV Adoption
Italy,Europe & Central Asia,High income,98.98486666666666,0.0016596712781979947,29.90037378711916,17.1,59643858.44444445,0.3,0.41969999999999996,12.463184561999999,30% EV Adoption
Jamaica,Latin America & Caribbean,Upper middle income,2.1503222222222225,7.609496374937571e-4,29.086397382717635,10.642857142857142,2824325.777777778,0.3,0.3745,0.24158870166666668,30% EV Adoption
Japan,East Asia & Pacific,High income,196.56506666666667,0.0015565597531227214,17.443417860356725,7.414285714285715,126246359.1111111,0.3,0.3519,20.751374088,30% EV Adoption
Jordan,Middle East & North Africa,Lower middle income,8.173211111111112,7.731349010815845e-4,34.1079798875247,7.3,10616286.555555556,0.3,0.35109999999999997,0.8608843263333333,30% EV Adoption
Kazakhstan,Europe & Central Asia,Upper middle income,19.633488888888888,0.0010154941844346787,8.4845886839415,1.9142857142857144,19203601.666666668,0.3,0.3134,1.8459406253333333,30% EV Adoption
Kenya,Sub-Saharan Africa,Lower middle income,9.759355555555555,1.9022174504269284e-4,49.52085607956911,68.44285714285714,51207097.44444445,0.3,0.7790999999999999,2.2810541739999994,30% EV Adoption
Kiribati,East Asia & Pacific,Lower middle income,0.03531111111111111,2.8337049589703147e-4,48.25654863901878,43.6125,124338.66666666667,0.3,0.6052875,0.00641201225,30% EV Adoption
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,4.187211111111111,1.6054391400760324e-4,6.7567521042788385,14.942857142857143,26019562.111111112,0.3,0.40459999999999996,0.5082436846666666,30% EV Adoption
"Korea, Rep.",East Asia & Pacific,High income,102.56261111111111,0.0019895619142201388,16.075406340652897,3.1,51548389.666666664,0.3,0.3217,9.898317598333334,30% EV Adoption
Kuwait,Middle East & North Africa,High income,15.550533333333334,0.0035917689976489664,15.649120360093885,0.04285714285714286,4329278.666666667,0.3,0.3003,1.4009475480000002,30% EV Adoption
Kyrgyz Republic,Europe & Central Asia,Lower middle income,1.8168666666666666,2.8078661969694176e-4,17.922296671966958,25.67142857142857,6578794.444444444,0.3,0.4797,0.261465282,30% EV Adoption
Lao PDR,East Asia & Pacific,Lower middle income,2.6648555555555555,3.693847107154213e-4,14.762935751485633,50.95,7235333.555555556,0.3,0.65665,0.5249632201666666,30% EV Adoption
Latvia,Europe & Central Asia,High income,3.124877777777778,0.0016290008500214673,41.91472972318374,41.357142857142854,1918704.4444444445,0.3,0.5894999999999999,0.552634635,30% EV Adoption
Lebanon,Middle East & North Africa,Lower middle income,7.794366666666667,0.001304165350303808,39.03514169863786,5.014285714285714,5963652.444444444,0.3,0.3351,0.783567681,30% EV Adoption
Lesotho,Sub-Saharan Africa,Lower middle income,0.4350222222222222,1.960824878819391e-4,56.046514690692284,41.05,2208889.111111111,0.3,0.5873499999999999,0.07665309066666665,30% EV Adoption
Liberia,Sub-Saharan Africa,Low income,0.4658333333333333,9.333730543234485e-5,46.509353944149254,92.675,5058613.555555556,0.3,0.9487249999999998,0.13258431874999996,30% EV Adoption
Libya,Middle East & North Africa,Upper middle income,17.163422222222223,0.00247562210729915,31.00477704746606,2.9714285714285715,6934760.111111111,0.3,0.3208,1.6518077546666667,30% EV Adoption
Lithuania,Europe & Central Asia,High income,5.864566666666667,0.002064732160392426,42.525709069495484,32.34285714285714,2842592.777777778,0.3,0.5264,0.9261323679999999,30% EV Adoption
Luxembourg,Europe & Central Asia,High income,5.272033333333334,0.008588269902647643,61.18096214694049,15.942857142857143,618435.6666666666,0.3,0.41159999999999997,0.6509906759999999,30% EV Adoption
"Macao SAR, China",East Asia & Pacific,High income,0.9256,0.0013941256980340615,41.34315267575927,8.3875,666522.2222222222,0.3,0.3587125,0.09960728699999999,30% EV Adoption
Madagascar,Sub-Saharan Africa,Low income,1.3129777777777778,4.641190179251993e-5,35.189951634856556,83.4625,28256371.222222224,0.3,0.8842375,0.34829525633333336,30% EV Adoption
Malawi,Sub-Saharan Africa,Low income,0.8001333333333334,4.1176149684175204e-5,15.089374629437652,73.3,19054581.111111112,0.3,0.8130999999999999,0.195176524,30% EV Adoption
Malaysia,East Asia & Pacific,Upper middle income,57.933144444444444,0.0017456468922457424,22.578926044137088,5.5,33302604.222222224,0.3,0.33849999999999997,5.883110818333333,30% EV Adoption
Maldives,South Asia,Upper middle income,0.7678777777777778,0.001587464160538983,48.271593695154,1.35,484327.8888888889,0.3,0.30945,0.0712859335,30% EV Adoption
Mali,Sub-Saharan Africa,Low income,3.003988888888889,1.404826392100859e-4,49.766758442334194,75.4125,21116887.777777776,0.3,0.8278874999999999,0.7460894553749998,30% EV Adoption
Malta,Middle East & North Africa,High income,0.6505666666666666,0.00130937677330149,39.94556465431017,7.8999999999999995,496794,0.3,0.3553,0.069343901,30% EV Adoption
Mauritania,Sub-Saharan Africa,Lower middle income,2.099,4.6326679313767776e-4,50.52571525016311,23.8625,4477965.777777778,0.3,0.4670375,0.29409351375000004,30% EV Adoption
Mauritius,Sub-Saharan Africa,Upper middle income,1.109222222222222,8.784040098024213e-4,27.153618660672418,9.614285714285714,1262954.7777777778,0.3,0.36729999999999996,0.12222519666666663,30% EV Adoption
Mexico,Latin America & Caribbean,Upper middle income,136.00116666666668,0.0010862051354923827,28.496683940582514,10.628571428571428,125540053.8888889,0.3,0.37439999999999996,15.27565104,30% EV Adoption
Moldova,Europe & Central Asia,Upper middle income,2.1110444444444445,7.950903537112514e-4,24.408206727890775,23.87142857142857,2664795.111111111,0.3,0.46709999999999996,0.29582065799999996,30% EV Adoption
Mongolia,East Asia & Pacific,Upper middle income,2.4770666666666665,7.549391866263674e-4,10.777681107415983,2.7142857142857144,3262926.3333333335,0.3,0.319,0.23705527999999998,30% EV Adoption
Morocco,Middle East & North Africa,Lower middle income,17.704633333333334,4.892584542602456e-4,26.347320461502523,10.9,36189812.666666664,0.3,0.37629999999999997,1.998676057,30% EV Adoption
Mozambique,Sub-Saharan Africa,Low income,3.659622222222222,1.2178096033921486e-4,42.17001885919947,78.47142857142858,29970776.444444444,0.3,0.8492999999999999,0.9324351459999999,30% EV Adoption
Myanmar,East Asia & Pacific,Lower middle income,7.105466666666667,1.341786459764643e-4,23.486336226748726,62.614285714285714,52631873.222222224,0.3,0.7383,1.573789812,30% EV Adoption
Namibia,Sub-Saharan Africa,Upper middle income,2.045533333333333,7.745174058240709e-4,55.240747801584035,30.142857142857142,2660028.222222222,0.3,0.511,0.31358025999999994,30% EV Adoption
Nepal,South Asia,Lower middle income,3.6947111111111113,1.282034185144019e-4,26.69485976526882,77.34285714285714,28681748.444444444,0.3,0.8413999999999999,0.9326189786666667,30% EV Adoption
Netherlands,Europe & Central Asia,High income,27.612022222222222,0.0015926127049720779,18.191234868226804,8.1,17358963.777777776,0.3,0.3567,2.9547624980000005,30% EV Adoption
New Caledonia,East Asia & Pacific,High income,1.2169999999999999,0.0042735132358563835,24.365413671672616,5.9625,284851.8888888889,0.3,0.34173749999999997,0.12476836124999997,30% EV Adoption
New Zealand,East Asia & Pacific,High income,14.87561111111111,0.003017005605539014,42.90220635684246,28.9,4938522.222222222,0.3,0.5023,2.2416058383333333,30% EV Adoption
Nicaragua,Latin America & Caribbean,Lower middle income,2.273833333333333,3.5055040845060074e-4,42.59827118433096,50.4,6482925.111111111,0.3,0.6528,0.44530752,30% EV Adoption
Niger,Sub-Saharan Africa,Low income,1.2066666666666668,5.2389402871252854e-5,48.86916882103396,80.75714285714285,22987568.444444444,0.3,0.8653,0.31323860000000003,30% EV Adoption
Nigeria,Sub-Saharan Africa,Lower middle income,54.202622222222224,2.5865060859951586e-4,43.88417960724762,81,209372651.2222222,0.3,0.867,14.09810204,30% EV Adoption
North Macedonia,Europe & Central Asia,Upper middle income,2.144477777777778,0.0011478167590063633,27.11842870938028,20.242857142857144,1870608.7777777778,0.3,0.4417,0.2841647503333333,30% EV Adoption
Norway,Europe & Central Asia,High income,13.802288888888889,0.002584443854862404,30.44327606466738,59.15714285714286,5347158.777777778,0.3,0.7141,2.956864348666666,30% EV Adoption
Oman,Middle East & North Africa,High income,12.141066666666667,0.0026622578380389,14.226820573527004,0.02857142857142857,4567189.111111111,0.3,0.30019999999999997,1.093424464,30% EV Adoption
Pakistan,South Asia,Lower middle income,50.57957777777778,2.1848582743984115e-4,24.14386479161957,43.614285714285714,231568691,0.3,0.6053,9.184745528666665,30% EV Adoption
Palau,East Asia & Pacific,High income,0.6690555555555555,0.03762475846553194,52.66607614717468,0.725,17783.555555555555,0.3,0.305075,0.06123363708333333,30% EV Adoption
Panama,Latin America & Caribbean,High income,4.879088888888889,0.0011548239420058283,44.318502985498135,23.95714285714286,4220954,0.3,0.4677,0.684584962,30% EV Adoption
Papua New Guinea,East Asia & Pacific,Lower middle income,2.1814666666666667,2.290294591237574e-4,39.07510624103551,54.2625,9589849.666666666,0.3,0.6798375,0.4449128535,30% EV Adoption
Paraguay,Latin America & Caribbean,Upper middle income,6.787622222222223,0.0010430199075394657,85.36127890522364,60.385714285714286,6509095.555555556,0.3,0.7226999999999999,1.471624374,30% EV Adoption
Peru,Latin America & Caribbean,Upper middle income,24.2577,7.51219316216587e-4,42.18827338804615,28.485714285714288,32256792.666666668,0.3,0.49939999999999996,3.6342886139999995,30% EV Adoption
Philippines,East Asia & Pacific,Lower middle income,33.76114444444445,3.0559622500011825e-4,24.347517128836948,28.400000000000002,110497347.22222222,0.3,0.4988,5.052017654666667,30% EV Adoption
Poland,Europe & Central Asia,High income,61.3149,0.0016351741930218646,19.739534127785628,13.757142857142858,37541995.44444445,0.3,0.3963,7.289728461,30% EV Adoption
Portugal,Europe & Central Asia,High income,16.273822222222222,0.0015709395615812196,36.22007864019404,28.557142857142857,10358370.111111112,0.3,0.4999,2.4405851186666667,30% EV Adoption
Qatar,Middle East & North Africa,High income,12.361566666666667,0.004814006707509367,10.535996391772926,0.04285714285714286,2577700.4444444445,0.3,0.3003,1.1136535410000001,30% EV Adoption
Romania,Europe & Central Asia,High income,18.412577777777777,9.513184905717175e-4,23.564376478966103,23.67142857142857,19383232.111111112,0.3,0.4657,2.572421241333333,30% EV Adoption
Russian Federation,Europe & Central Asia,High income,254.89394444444446,0.0017596402876821143,13.890938241412854,3.342857142857143,144872867.33333334,0.3,0.32339999999999997,24.729810489999995,30% EV Adoption
Rwanda,Sub-Saharan Africa,Low income,0.6346333333333334,4.9513073245106315e-5,41.28326974245551,82.7375,12783551.333333334,0.3,0.8791624999999998,0.16738374837499997,30% EV Adoption
Samoa,East Asia & Pacific,Lower middle income,0.16315555555555555,7.785012620093586e-4,48.32764617740457,36,209522.77777777778,0.3,0.552,0.02701856,30% EV Adoption
Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,0.08416666666666667,3.924398181779595e-4,56.223603289479755,40.075,214566.77777777778,0.3,0.580525,0.01465825625,30% EV Adoption
Saudi Arabia,Middle East & North Africa,High income,137.52412222222222,0.004423630086055684,22.88713177516042,0.02857142857142857,31135873.666666668,0.3,0.30019999999999997,12.385422447333331,30% EV Adoption
Senegal,Sub-Saharan Africa,Lower middle income,3.509522222222222,2.1231460988354e-4,30.0048462209342,36.72857142857143,16345448.444444444,0.3,0.5570999999999999,0.5865464489999999,30% EV Adoption
Seychelles,Sub-Saharan Africa,High income,0.5277888888888889,0.005252667534168648,56.36731700233214,1.3875,101744.11111111111,0.3,0.3097125,0.049038844875,30% EV Adoption
Sierra Leone,Sub-Saharan Africa,Low income,0.6179888888888889,7.932386111927872e-5,49.701741106179824,73.9125,7739257.222222222,0.3,0.8173874999999999,0.151540917875,30% EV Adoption
